"feature","VIF"
"history",1.78321099854908
"host_pct",1.20937993419586
"isi_90",6.09673029680577
"dc_90",10.3407504899754
"dmc_90",22.1902515177055
"ffmc_90",2.21061298221116
"bui_90",38.0852041332085
"fwi_90",8.51042702186472
"mean_tri",1.3568810112976
"fire_area",1.07631508423306
"Cumulative_Years_Defol:Time_Since_Defol",2.01484157689192
