"feature","VIF"
"history",1.15142573826644
"host_pct",2.16721279715159
"isi_90",6.57401862596351
"dc_90",10.327129847243
"dmc_90",20.7172324423858
"ffmc_90",2.59262377936995
"bui_90",43.0091646627361
"fwi_90",7.37969833072231
"mean_tri",2.64139987769238
