"feature","VIF"
"history",1.02631135979321
"host_pct",1.72391875878347
"rbr_w_offset",1.08615863499561
"mean_temperature",1.33661443879263
"sum_precipitation_mm",1.25292220241888
"mean_tri",1.83124895181419
