"feature","VIF"
"history",1.01086704111074
"host_pct",1.17924462132704
"isi_90",7.812450475348
"dc_90",14.2023968717048
"dmc_90",34.8865857421374
"ffmc_90",1.9940796155762
"bui_90",67.789728058222
"fwi_90",13.4771627029805
"mean_tri",1.18347521684499
