"feature","VIF"
"history",1.16141903000824
"host_pct",1.61844153984743
"isi_90",15.2667963125589
"dc_90",23.2995610721743
"dmc_90",50.5394056251162
"ffmc_90",3.09854096227106
"bui_90",96.7758307368603
"fwi_90",31.5544398513018
"mean_tri",1.72664140764282
