"","Fire_ID","history","rbr","rbr_w_offset","Fire_Year","host_species","total_pixels","host_pct","Average.Recovery","Max_Overlap_Area","Max_Overlap_Percent","fire_area","isi_90","dc_90","dmc_90","ffmc_90","bui_90","fwi_90","recovery","mean_temperature","sum_precipitation_mm","sum_precipitation_m","x","y","median_tri","mean_tri","X","Cumulative_Years_Defol","Time_Since_Defol","window_opp","window_opp_2","distance","weights","subclass"
"442","RED183_2006_1627",0,529.68,168.61,2006,425,1057,40.2,26.11,0,0,3.171,6.9,355.4,33.7,88.9,53.9,15.8,26.11,19.86,5063.06,5.06,-94.8198020508991,52.5316075217295,1.06066017177982,1.31468002542153,1108,2,0,"0","0",0.696629576473188,1,"70"
"444","RED186_2006_1677",0,514.59,166.21,2006,19642,38558,50.9,59.53,0,0,115.674,6.8,345.4,32.8,88.9,52.6,16.1,59.53,19.96,4891.92,4.89,-94.6624105908069,52.8451678005964,1.22474487139159,1.50517705848132,1114,2,0,"0","0",0.654722039790731,1,"84"
"445","RED188_2006_1676",0,479.46,257.08,2006,1377,2430,56.7,31.83,0,0,7.29,6.6,341.1,32.7,88.6,52.6,16,31.83,19.8,4926.69,4.93,-94.3874982344503,52.8694361173909,1.45773797371133,1.73421058974282,592,2,0,"0","0",0.773139329099235,1,"76"
"446","RED18_1996_559",0,622.6,238.57,1996,6663,6730,99,63.86,0,0,20.19,5.5,198.9,49.2,90.7,55.4,14.4,63.86,18.98,5194.02,5.19,-93.5575791623249,53.1644934811171,0.353553390593274,0.855356224913001,268,2,0,"0","0",0.188016713730543,1,"108"
"447","RED192_2006_1680",0,477.35,69.6,2006,583,2041,28.6,56.81,0,0,6.123,7,351.2,32.9,89,52.9,16.2,56.81,19.96,4881.22,4.88,-94.9355304871109,52.7425273918216,0.866025403784439,0.98730162310642,1116,2,0,"0","0",0.507298217543798,1,"72"
"448","RED193_2006_1682",0,536.1,204.86,2006,63477,69723,91,56.58,0,0,209.169,6.2,335.5,33.5,88.4,53.1,15.3,56.58,19.82,4948.93,4.95,-93.7416132311221,52.7103557054195,0.866025403784439,1.20677116148905,1586,2,0,"0","0",0.314917820096692,1,"126"
"450","RED19_1999_219",0,257.44,184.17,1999,774,893,86.7,186.67,0,0,2.679,13.8,114,41.7,92.6,43.4,24.7,186.67,20,5892.21,5.89,-92.5788240355314,50.8031515804598,0.612372435695794,0.609808278354054,1010,2,0,"0","0",0.394735936759714,1,"21"
"451","RED1_2002_15",0,593.35,330.26,2002,23617,25296,93.4,68.9,0,0,75.888,6.3,319.1,47.2,88.6,62.9,16.6,68.9,19.09,4274.39,4.27,-92.5762068781979,54.2549462972932,0.790569415042095,0.854682646305726,69,2,0,"0","0",0.107829788381866,1,"86"
"452","RED21_1990_632",0,553.95,166.83,1990,7614,7853,97,78.54,0,0,23.559,7.3,454,68.3,89.4,91.7,22.3,78.54,19.93,4955.86,4.96,-94.2041984632593,51.9531270185751,1.4142135623731,1.70343680341878,1039,2,0,"0","0",0.432840555468366,1,"71"
"456","RED22_1993_309",0,538.36,158.35,1993,53451,60279,88.7,69.37,0,0,180.837,9.8,300.1,59.1,90.8,76.1,23.1,69.37,19.88,5139.92,5.14,-93.9766710323816,52.2012146536782,1.06066017177982,1.37115282317427,1016,2,0,"0","0",0.405181083152571,1,"128"
"457","RED22_1995_901",0,571.96,529.49,1995,18345,18414,99.6,90.12,0,0,55.242,12.3,142.2,65.1,92.6,65.1,26.1,90.12,19.55,5413,5.41,-92.8565682925818,52.6827388245409,0.5,0.488470010530781,375,2,0,"0","0",0.427292796917564,1,"23"
"460","RED23_2002_168",0,566.09,352.13,2002,28933,32426,89.2,82.94,0,0,97.278,6.3,247.6,50.3,88.7,64.4,17.5,82.94,19.54,5192.72,5.19,-93.4909530660266,52.7894901716787,0.707106781186548,0.976541244897942,143,2,0,"0","0",0.434626045508624,1,"22"
"461","RED23_2011_1795",0,385.25,85.63,2011,1781,2558,69.6,83.57,0,0,7.674,8.8,379.7,64.7,90.5,87.6,22.8,83.57,20.77,4794.6,4.79,-94.8384199711246,52.2217501093371,0.707106781186548,0.797150146377663,1144,2,0,"0","0",0.236483298310431,1,"144"
"462","RED24_1995_1019",0,577.81,284.33,1995,5792,5875,98.6,79.62,0,0,17.625,14.3,136.9,66.3,92.7,65.9,29.3,79.62,19.62,5532.29,5.53,-93.6385438874917,52.0999915947357,0.790569415042095,1.03799032744164,1066,2,0,"0","0",0.435169905218856,1,"40"
"463","RED24_1996_713",0,460.01,205.85,1996,4755,8086,58.8,80.31,0,0,24.258,4.9,231,49.7,90.8,58.2,13.7,80.31,19.49,5243.6,5.24,-94.4833198126094,52.7757918794888,1.11803398874989,1.31288114060267,1047,2,0,"0","0",0.632667591588913,1,"137"
"465","RED26_2010_1755",0,431.63,222.48,2010,1974,2240,88.1,84.62,0,0,6.72,12.2,91.8,41.7,92.7,41.7,21.7,84.62,20.59,5424.56,5.42,-92.2727915714146,51.0410892387396,0.790569415042095,1.01526414744633,1137,2,0,"0","0",0.492589852221441,1,"89"
"466","RED26_2011_1806",0,512.82,196.13,2011,463,620,74.7,66.22,0,0,1.86,12,363.7,70.4,90.5,92.8,34.2,66.22,20.41,4625.12,4.63,-93.9971067589587,52.6627990932344,1.22474487139159,1.53761348054745,1146,2,0,"0","0",0.496500332458318,1,"50"
"467","RED27_1996_889",0,383.69,250.82,1996,1142,1144,99.8,112.71,0,0,3.432,6.3,359.1,59,90.8,77.9,17,112.71,19.38,4961.48,4.96,-92.8684408849041,53.6094146362242,0.612372435695794,0.664518834824225,372,2,0,"0","0",0.127076287595959,1,"34"
"469","RED27_2011_1701",0,506.17,9.34,2011,1065,1419,75.1,53.18,0,0,4.257,8,374.1,60.4,89.3,81.7,23.5,53.18,20.58,4714.65,4.71,-94.1212689387847,52.5419807461653,1.87082869338697,2.23558045035279,1117,2,0,"0","0",0.61265136731078,1,"65"
"470","RED28_2012_1849",0,505.33,103.01,2012,265,267,99.3,58.73,0,0,0.801,6.7,95.8,35.3,90.3,37.6,15.4,58.73,19.63,4888.21,4.89,-93.0251749622976,53.0622364222947,0.707106781186548,0.829469807536543,664,2,0,"0","0",0.0874102781158889,1,"75"
"474","RED31_1993_549",0,630.42,241.57,1993,57700,59376,97.2,66.91,0,0,178.128,9.6,294.8,56.1,91.2,73.3,25.8,66.91,19.88,5317.27,5.32,-92.8683901287637,52.3297960278549,0.612372435695794,0.617620641121509,1554,2,0,"0","0",0.220980502475305,1,"141"
"475","RED32_2010_1751",0,564.14,227.08,2010,23753,24502,96.9,69.39,0,0,73.506,7.4,125.2,46.8,88.1,47.3,15.8,69.39,20.47,4998.37,5,-93.8108392957972,52.0206678806369,1.06066017177982,1.35460856782999,1134,2,0,"0","0",0.425024306519801,1,"68"
"476","RED32_2011_1789",0,490.94,186.66,2011,15291,20023,76.4,70.68,0,0,60.069,7.9,367.5,50.4,89.2,71.8,20.5,70.68,20.46,4812.5,4.81,-94.0473528830926,52.304023182678,1,1.23628863103382,1140,2,0,"0","0",0.420606603090245,1,"6"
"478","RED34_2012_1925",0,480.77,309.75,2012,628,635,98.9,93.03,0,0,1.905,8.1,273.6,43,90,59.4,20.6,93.03,19.8,4577.53,4.58,-93.3567777971684,53.6653590220389,1.2747548783982,1.46798670088904,708,2,0,"0","0",0.350926627408907,1,"48"
"483","RED37_2002_187",0,552.02,514.97,2002,313,335,93.4,86.34,0,0,1.005,12.6,257.1,57.3,95.4,73.6,27.8,86.34,19.9,4871.12,4.87,-94.0585112863865,53.4048111416118,0.707106781186548,0.710827185166144,159,2,0,"0","0",0.407044598998126,1,"139"
"485","RED38_2012_1913",0,499.32,151.91,2012,1165,3622,32.2,11.27,0,0,10.866,8.3,192.8,46.2,90.3,55.5,18,11.27,21.44,5174.2,5.17,-94.8579464239419,50.9206545487739,0.707106781186548,1.03439131071944,1284,2,0,"0","0",0.787523320243299,1,"93"
"488","RED41_1994_116",0,557.03,296.5,1994,2558,3689,69.3,73.62,0,0,11.067,6.9,244.2,34.3,88,49.5,16.7,73.62,20.63,5468.29,5.47,-94.6571419334282,51.4097550357195,1,1.39630051967499,1239,2,0,"0","0",0.821589209078456,1,"46"
"489","RED41_2002_169",0,622.06,421.59,2002,691,835,82.8,79.46,0,0,2.505,7,241.1,50.4,88.8,64.4,18.1,79.46,19.7,5217.93,5.22,-93.3721942543308,52.7210547673992,0.612372435695794,0.594002094773765,144,2,0,"0","0",0.42589064212519,1,"118"
"491","RED44_2006_1683",0,423.34,47.59,2006,2753,8887,31,79.69,0,0,26.661,9,231.1,39.5,88.9,54.4,21,79.69,20.77,5546.05,5.55,-94.808747835303,50.86320379403,0.866025403784439,1.26263395531965,1276,2,0,"0","0",0.815650526030336,1,"112"
"494","RED48_2001_72",0,542.96,29.29,2001,453,699,64.8,51.71,0,0,2.097,7.2,338.1,55.2,92.1,75.9,20.9,51.71,19.65,5161.23,5.16,-95.0770575140006,52.7122990237954,1.06066017177982,1.33812352567187,999,2,0,"0","0",0.408221725908831,1,"104"
"496","RED50_2011_1813",0,472.19,62.99,2011,8630,9288,92.9,95.32,0,0,27.864,7.5,338.4,39.2,89.6,57.3,19,95.32,20.64,5053.15,5.05,-93.0224864346876,52.1209008035326,0.707106781186548,0.812931040869877,1148,2,0,"0","0",0.159103235579469,1,"88"
"497","RED50_2012_1926",0,500.48,103.61,2012,23534,31345,75.1,57.68,0,0,94.035,9.3,248.3,49.5,90.4,65.3,24.1,57.68,20.3,4744.03,4.74,-94.2655063913661,52.4667510530171,1.2747548783982,1.58767341351498,1169,2,0,"0","0",0.442933794424952,1,"99"
"499","RED51_2012_1908",0,545.41,260.63,2012,1396,1911,73.1,60.59,0,0,5.733,9.5,251.2,48.6,90.4,64.7,24.2,60.59,20.38,4812.66,4.81,-94.3669030426284,52.4333157182688,1.06066017177982,1.27214918158289,1165,2,0,"0","0",0.52719740893202,1,"142"
"500","RED52_2011_1814",0,568.44,175.56,2011,7880,7957,99,77.59,0,0,23.871,7.7,332.7,41.3,89.6,60.2,19.3,77.59,20.61,5070.25,5.07,-92.8478877156709,52.1019468898788,0.612372435695794,0.729844698549125,1149,2,0,"0","0",0.188435898566098,1,"124"
"501","RED52_2012_1902",0,520.75,218.76,2012,405,878,46.1,81.09,0,0,2.634,8.7,241.9,50.3,90,65.4,20.7,81.09,20.1,4673.11,4.67,-94.1945304490028,52.7861346858972,1.17260393995586,1.5454913793369,1601,2,0,"0","0",0.699249887040521,1,"121"
"502","RED53_2011_1792",0,562.68,143.14,2011,5451,5711,95.4,65.71,0,0,17.133,8,321.3,46.6,89.3,69.7,17.1,65.71,20.92,5036.19,5.04,-92.5418482103951,52.2743657253892,0.707106781186548,0.826183434428167,644,2,0,"0","0",0.222208367256373,1,"120"
"505","RED55_2002_95",0,540.6,207.42,2002,616,3384,18.2,73.57,0,0,10.152,7.3,255.1,51.8,88.8,64.2,19.2,73.57,20.71,5390.3,5.39,-94.9059055670537,51.2666574981581,1.11803398874989,1.51418752822163,1237,2,0,"0","0",0.950907899298356,1,"61"
"511","RED58_2012_1922",0,524.44,286.87,2012,14106,14747,95.7,71.43,0,0,44.241,8.5,237.2,50.6,90.6,65.4,21,71.43,20.16,4696.21,4.7,-93.7256206359966,52.8540355339649,0.790569415042095,1.08628753136679,706,2,0,"0","0",0.280028155947861,1,"109"
"512","RED59_2012_1909",0,538.32,233.87,2012,483,490,98.6,68.23,0,0,1.47,8.6,237.8,50.3,90.5,65.2,21,68.23,20.2,4643.43,4.64,-93.7895236239098,52.8553961975927,0.790569415042095,0.949398269637464,703,2,0,"0","0",0.173965238111204,1,"13"
"513","RED5_1990_876",0,497.88,315.17,1990,1383,1816,76.2,74.89,0,0,5.448,5.4,153,50.4,90.5,54.2,12.5,74.89,19.73,4551.49,4.55,-94.7287341591014,52.8658242876269,1.11803398874989,1.38960272413725,1057,2,0,"0","0",0.465944170012294,1,"119"
"516","RED60_2002_175",0,622.3,354.78,2002,4113,4154,99,57.02,0,0,12.462,7.2,242.4,48.7,90.7,63.1,18.5,57.02,20.02,5334.23,5.33,-93.150854877794,51.8027010859619,1.06066017177982,1.30862016390119,1006,2,0,"0","0",0.587259401543573,1,"27"
"520","RED62_1995_351",0,556.96,77.94,1995,15688,26201,59.9,68.36,0,0,78.603,11.6,231,79.3,92.6,86.1,30,68.36,20.12,5539.74,5.54,-94.630523996031,51.5848467487926,1.06066017177982,1.21513607798137,1546,2,0,"0","0",0.605644347839512,1,"97"
"522","RED63_2002_171",0,514.11,256.36,2002,606,947,64,72.51,0,0,2.841,5.9,238.1,48.5,89.2,61.5,16.9,72.51,19.68,5293.13,5.29,-93.5860010941936,52.3824514216489,1.54110350074224,2.13370471355979,1004,2,0,"0","0",0.897650537722521,1,"51"
"524","RED64_2012_1905",0,510.64,315.75,2012,1466,1641,89.3,55.2,0,0,4.923,7.7,271.7,44.4,89.9,59.6,20.3,55.2,19.85,4662.26,4.66,-93.1511804829609,53.637186427878,1.06066017177982,1.50933968135652,702,2,0,"0","0",0.467807415705639,1,"12"
"527","RED66_2011_1723",0,406.78,116.51,2011,7256,9041,80.3,43.67,0,0,27.123,9.7,376.7,68.2,91,88.8,25,43.67,20.76,4722.78,4.72,-94.9831815402477,52.0816612302647,1.17260393995586,1.44378707083601,1120,2,0,"0","0",0.401771370531559,1,"96"
"529","RED67_2011_1724",0,298.98,27.95,2011,255,332,76.8,6.39,0,0,0.996,9.6,375.6,67.9,91,88.5,24.6,6.39,20.76,4722.78,4.72,-95.0484659011825,52.1063880171273,1.11803398874989,1.30093218339948,1121,2,0,"0","0",0.287575716510088,1,"131"
"530","RED68_2003_1428",0,453.43,262.92,2003,299,533,56.1,66.48,0,0,1.599,4.7,282.3,39.6,84.8,57.6,13.3,66.48,19.93,5120.73,5.12,-95.1145700672121,52.1426939630534,1,1.04115205654602,1094,2,0,"0","0",0.609804974489773,1,"90"
"533","RED70_2012_1937",0,577.67,574.89,2012,1127,1174,96,99.1,0,0,3.522,8.8,245.5,48.9,90.3,64.8,21.1,99.1,20.31,4707.17,4.71,-94.0537555747828,53.0832493184228,0.935414346693485,1.09628036976514,714,2,0,"0","0",0.588548591190403,1,"145"
"534","RED71_2012_1918",0,532.92,158.41,2012,25988,32599,79.7,33.41,0,0,97.797,11.2,250.3,45.5,90.8,62.5,24.2,33.41,20.78,4913.18,4.91,-94.8012987399556,52.0397597959706,1.11803398874989,1.36235347571716,1167,2,0,"0","0",0.478289127909662,1,"133"
"536","RED72_2012_1906",0,456.91,97.51,2012,11288,33990,33.2,79.05,0,0,101.97,8.6,274.4,40.9,90.2,56.6,20,79.05,20.46,4734.16,4.73,-95.0818752055896,52.6473746914262,1,1.10965148629892,1602,2,0,"0","0",0.553705747126113,1,"69"
"537","RED73_2011_1801",0,521.54,225.93,2011,151,357,42.3,76.37,0,0,1.071,8.2,390.6,76,89.4,98.9,21.4,76.37,20.62,4616.09,4.62,-94.7533644486182,52.9172702839404,1.22474487139159,1.26300463784895,1145,2,0,"0","0",0.659052692231105,1,"91"
"539","RED77_1995_1467",0,547.23,183.56,1995,40851,61887,66,72.98,0,0,185.661,8.4,248.2,74.7,91.6,79.6,25,72.98,20.05,5538.73,5.54,-94.5197561084163,51.5925390551771,1,1.19666538340101,1579,2,0,"0","0",0.656823628086678,1,"110"
"540","RED7_2008_1665",0,488.77,194.66,2008,1000,1047,95.5,72.84,0,0,3.141,7.4,248.8,33.7,89.3,51.3,16.5,72.84,19.73,4552.19,4.55,-93.2983455684682,53.7076451392083,0.5,0.566391134836763,585,2,0,"0","0",0.0611378783101626,1,"56"
"542","RED82_1995_139",0,489.03,194.27,1995,566,1107,51.1,86.7,0,0,3.321,13.1,216.9,72.4,93.6,79.7,34.1,86.7,19.45,5225.39,5.23,-94.5006070462164,52.7417068886847,1.22474487139159,1.37965674771277,1003,2,0,"0","0",0.686059739646307,1,"1"
"543","RED82_2003_1498",0,325.63,78.55,2003,2036,2101,96.9,110.8,0,0,6.303,5.1,422,45.7,88.2,66,16.5,110.8,19.63,5103.07,5.1,-92.8513891860629,52.7167693381756,0.790569415042095,1.17367256176074,563,2,0,"0","0",0.19087544290319,1,"136"
"545","RED83_1991_1455",0,582.52,504.99,1991,5601,5611,99.8,90.93,0,0,16.833,5.3,471.7,66.4,88.2,98.8,17.9,90.93,19.66,5101.44,5.1,-93.2646190990628,52.2487210969081,0.5,0.53158632781319,1097,2,0,"0","0",0.335051705661968,1,"123"
"547","RED84_1995_1024",0,535.19,220.32,1995,13630,13752,99.1,77.87,0,0,41.256,6.5,230.2,59.2,87.9,68.2,18.5,77.87,19.34,5379,5.38,-92.8423449966896,52.8499327942038,0.707106781186548,0.801104137199569,417,2,0,"0","0",0.224118285851661,1,"116"
"548","RED84_2006_1576",0,460.43,236.18,2006,29649,51608,57.5,88.8,0,0,154.824,7.3,342.9,32.5,88.9,51.1,16,88.8,20.27,5158.63,5.16,-94.7145593037176,52.2356252726385,0.866025403784439,1.02878640629664,1100,2,0,"0","0",0.61107630233291,1,"55"
"549","RED85_2011_1818",0,493.89,119.15,2011,171685,272390,63,53.81,0,0,817.17,9,438.1,53.7,90.8,68.1,23.4,53.81,21.16,4860.31,4.86,-94.8127085014952,51.7156829452953,1.11803398874989,1.28867788343177,1153,2,0,"0","0",0.544162465312567,1,"59"
"550","RED88_1995_497",0,549.44,221.52,1995,1140,1935,58.9,81.01,0,0,5.805,5.8,288.3,43.2,89.4,56.3,13.3,81.01,19.68,5232.8,5.23,-93.9346451394282,52.7691614677516,0.707106781186548,0.904064179537065,1553,2,0,"0","0",0.505918859863365,1,"5"
"554","RED93_2003_1545",0,554.13,66.33,2003,2652,3447,76.9,73.44,0,0,10.341,6.3,486.3,27.8,87.9,48.1,15.9,73.44,19.6,4693.48,4.69,-93.7446144122906,53.6193442559086,0.866025403784439,1.28761528520867,571,2,0,"0","0",0.219937470391605,1,"25"
"556","RED94_2012_1854",0,473.49,307.1,2012,790,3053,25.9,74.63,0,0,9.159,7.6,258,39.5,88.8,55.1,19.8,74.63,20.35,4656.44,4.66,-95.0600387805435,52.8829939845531,1.11803398874989,1.27585485149855,1161,2,0,"0","0",0.813294086342145,1,"67"
"558","RED9_1997_1238",0,529.9,27.04,1997,4069,4906,82.9,56.41,0,0,14.718,8.2,129.1,36.9,89,42.3,16.9,56.41,20.26,5530.53,5.53,-94.288388901643,51.3143169897174,0.790569415042095,1.04924366571467,1569,2,0,"0","0",0.342986817933366,1,"135"
"560","SIO119_1991_1398",0,607.62,444.59,1991,9775,9836,99.4,85.15,0,0,29.508,7.8,448.1,68.4,87.6,102.6,23.7,85.15,19.78,5111.07,5.11,-92.3694514180431,52.3002578499789,0.612372435695794,0.546022814999788,536,2,0,"0","0",0.298810095151497,1,"41"
"582","SIO94_1991_551",0,522.43,307.79,1991,15202,15382,98.8,86.04,0,0,46.146,8,439.5,60,92.1,91.2,24.7,86.04,19.16,5064.72,5.06,-90.6847704276911,52.6465333078892,0.353553390593274,0.393515704822914,266,2,0,"0","0",0.113157587764604,1,"49"
"585","SLK101_2012_1840",0,581.23,535.94,2012,2388,2389,100,97.5,0,0,7.167,5.8,153.7,18.6,87.7,26.4,11.9,97.5,20,5218.69,5.22,-91.3007586303994,52.354109095205,0,0.220933978848158,1158,2,0,"0","0",0.315603090164147,1,"18"
"586","SLK103_1994_623",0,484.51,175.2,1994,11699,11963,97.8,87.1,0,0,35.889,6.2,250.6,39.1,89.3,53,15.9,87.1,19.73,5295.99,5.3,-90.8968111067975,52.1325113870094,0.5,0.501804798220225,1037,2,0,"0","0",0.131442191949965,1,"92"
"600","SLK132_2011_1740",0,540.87,140.69,2011,640,640,100,69.3,0,0,1.92,7,300,27.4,90,44.4,15.9,69.3,20.61,5171.57,5.17,-92.0442989586278,51.9072995227338,0,0.187677266908383,1128,2,0,"0","0",0.0742788754287702,1,"78"
"611","SLK18_2000_24",0,621.62,280.32,2000,91,91,100,44.83,0,0,0.273,5.9,367.6,52.8,89,76.2,19.9,44.83,19.03,5136.31,5.14,-90.1875359965288,52.8287024578356,0.612372435695794,0.564582875893998,78,2,0,"0","0",0.133353222424527,1,"32"
"615","SLK1_2003_1453",0,494.44,502.61,2003,9195,9195,100,100.85,0,0,27.585,11.3,309.9,59.1,89.8,76.7,27.8,100.85,18.83,4254.78,4.25,-90.1400794602373,54.4353665930249,0.612372435695794,0.690716042446821,551,2,0,"0","0",0.127661107951103,1,"134"
"617","SLK20_1999_573",0,540.77,204.47,1999,4005,4077,98.2,51.97,0,0,12.231,15.7,68,39.7,92.2,39.4,26.8,51.97,19.83,5654.29,5.65,-90.3001505502291,51.0359377795034,0.353553390593274,0.557992713459419,1033,2,0,"0","0",0.244695141370217,1,"125"
"618","SLK20_2003_1434",0,560.95,222,2003,199,207,96.1,85.2,0,0,0.621,7.7,87.1,36.3,91,36.6,17.2,85.2,19.87,6140.37,6.14,-90.8575902734317,50.2433233883466,0.707106781186548,0.904569472649065,1430,2,0,"0","0",0.547599130412848,1,"24"
"627","SLK26_2009_1715",0,580.78,261.91,2009,5593,5623,99.5,69.81,0,0,16.869,8.6,146.3,30.2,89.1,39.5,11.6,69.81,19.8,5184.71,5.18,-91.209032624815,52.4244643419829,0.612372435695794,0.70814951817248,1588,2,0,"0","0",0.214955061097637,1,"14"
"631","SLK29_2012_1855",0,563.54,442.59,2012,898,898,100,93.23,0,0,2.694,7.5,103.2,30.9,89.2,32.7,14.3,93.23,19.95,4979.83,4.98,-92.3069871243768,53.1911774048111,0.5,0.481729358262658,667,2,0,"0","0",0.251883430594534,1,"17"
"634","SLK30_2006_1581",0,563.68,384.62,2006,3935,3935,100,83.13,0,0,11.805,7.5,232.2,25.5,88,38.3,13.6,83.13,19.82,5226.06,5.23,-91.3436857833455,52.0219671363115,0.612372435695794,0.548352510188675,1104,2,0,"0","0",0.276047064736217,1,"35"
"635","SLK31_2002_89",0,495.89,291.68,2002,32786,32827,99.9,92.33,0,0,98.481,10.4,234.7,44.6,89.8,55,21,92.33,19.22,4452.62,4.45,-90.002037304982,53.5029578677066,0,0.337336662168455,111,2,0,"0","0",0.0367383547501624,1,"62"
"639","SLK33_1999_1282",0,514.12,197.8,1999,6548,6548,100,62.44,0,0,19.644,11,118.4,41.7,89.3,44.1,19.9,62.44,19.56,5696.57,5.7,-90.519305216995,51.7877060607004,0.707106781186548,0.923027511710932,1086,2,0,"0","0",0.339436586941773,1,"127"
"643","SLK35_1999_1199",0,552.6,174.86,1999,9168,9173,99.9,67.55,0,0,27.519,7.1,245.8,50.9,88.9,61.8,17.1,67.55,19.45,5480.8,5.48,-90.2094040656323,52.3461302568368,0.5,0.489619827568989,470,2,0,"0","0",0.13755297776054,1,"37"
"649","SLK38_1999_1310",0,522.95,157.52,1999,21039,21099,99.7,69.05,0,0,63.297,6.3,147.1,39.9,88.3,43.1,13.7,69.05,19.52,5658.73,5.66,-90.5742260202082,51.767688062156,0.707106781186548,0.863117723457735,1087,2,0,"0","0",0.270130931733632,1,"52"
"661","SLK44_2001_67",0,590.53,111.87,2001,211,211,100,65.55,0,0,0.633,9.3,311.8,50.4,89,69.7,22.8,65.55,18.76,4256.51,4.26,-90.8657100386882,53.8605245818346,0,0.286752593468012,102,2,0,"0","0",0.00499115655720083,1,"57"
"668","SLK47_1996_358",0,501.85,271.72,1996,9657,9660,100,67.78,0,0,28.98,7.4,173.2,47.4,91.6,54.6,18.3,67.78,19.72,5287.27,5.29,-90.1388896247641,52.418635732657,0.612372435695794,0.559889577216416,213,2,0,"0","0",0.195892806217082,1,"9"
"670","SLK47_2002_73",0,592.81,410.14,2002,1062,1064,99.8,69.9,0,0,3.192,9.8,243.7,50.4,91.8,63.7,22.9,69.9,20.37,5746.51,5.75,-91.755184186891,50.9295467581083,0.612372435695794,0.482322959647701,1000,2,0,"0","0",0.479248915915084,1,"111"
"680","SLK50_1995_1131",0,490.99,293.45,1995,7787,7976,97.6,82.11,0,0,23.928,7.8,208.4,53.8,90.9,63.4,22,82.11,19.43,5544.29,5.54,-91.2826155968499,52.4646398433024,0.612372435695794,0.649837152659214,451,2,0,"0","0",0.295467518436869,1,"2"
"684","SLK51_2003_1403",0,515.07,287.22,2003,56411,56813,99.3,86.99,0,0,170.439,8.9,268.9,53.6,89.2,68.3,23.6,86.99,19.72,5193.21,5.19,-92.0378067391669,52.2798670879319,0.612372435695794,0.658920273016677,1575,2,0,"0","0",0.217754817671897,1,"129"
"706","SLK63_1996_428",0,543.16,213.29,1996,1580,1875,84.3,75.2,0,0,5.625,10.6,142.1,56.8,91.3,58,24.6,75.2,19.92,5350.11,5.35,-90.7225058664744,50.9229469548357,0.790569415042095,1.1869363225826,1025,2,0,"0","0",0.489887552837925,1,"138"
"722","SLK70_1996_1083",0,535.18,250.03,1996,62710,65336,96,75.08,0,0,196.008,9.2,201.9,61.6,91.2,67.9,23.1,75.08,20.41,5392.4,5.39,-91.4408793110383,50.842327899078,0.612372435695794,0.694479584081536,1069,2,0,"0","0",0.320601551505456,1,"44"
"729","SLK71_2012_1914",0,495.46,453.08,2012,1069,1069,100,106.81,0,0,3.207,9.5,198.7,57.1,90.7,65.2,22,106.81,20.11,5240.86,5.24,-91.7753924390761,52.307013114906,0,0.271692395520737,1166,2,0,"0","0",0.272599212968548,1,"4"
"731","SLK72_2012_1766",0,546.22,342.23,2012,5845,6017,97.1,84.7,0,0,18.051,8.5,194.7,54,90.3,62,19.8,84.7,20.19,5214.86,5.21,-91.6670047211471,52.3746990081682,0.707106781186548,0.985973564345288,1591,2,0,"0","0",0.441178199157946,1,"100"
"735","SLK74_1996_261",0,521.68,185.11,1996,2673,2683,99.6,83.36,0,0,8.049,9.4,170.3,59.9,90.2,64.1,23.8,83.36,19.85,5291.17,5.29,-90.5554862596918,50.9696607009312,0.5,0.576713489600315,1014,2,0,"0","0",0.152226297107531,1,"105"
"736","SLK74_1999_1167",0,556.47,399.01,1999,1010,1011,99.9,79,0,0,3.033,5.8,391.1,39.5,88.2,61.5,15.9,79,19.62,5659.65,5.66,-91.1403105356286,51.5933258380319,0.5,0.420551120386059,1076,2,0,"0","0",0.348529002796138,1,"95"
"743","SLK78_1995_1370",0,540.71,550.46,1995,1328,1329,99.9,108.15,0,0,3.987,8.2,206.4,51.4,90,60.9,20.6,108.15,19.03,4704.16,4.7,-91.6642602895582,53.6555710516657,0.5,0.463989189607367,528,2,0,"0","0",0.202210810450054,1,"38"
"750","SLK81_2012_1915",0,570.24,570.82,2012,624,635,98.3,101.5,0,0,1.905,7.2,190.6,30.6,89.1,40.1,14.2,101.5,20.09,5030.85,5.03,-89.3145817075998,52.4896302161936,0.353553390593274,0.2963988495922,705,2,0,"0","0",0.340956630215801,1,"36"
"753","SLK82_2012_1857",0,574.27,276.55,2012,7350,7385,99.5,76.78,0,0,22.155,7,201.9,42.6,88.8,53,14.1,76.78,19.83,5077.4,5.08,-91.6685006746776,52.7675124382966,0.612372435695794,0.491537548336372,668,2,0,"0","0",0.149287424820972,1,"77"
"765","SLK91_1996_1162",0,517.08,296.91,1996,3053,3053,100,79.36,0,0,9.159,7.2,183.7,51.3,89.3,56.4,16.3,79.36,20.2,4927.04,4.93,-89.367510273747,51.4159623295098,0.612372435695794,0.595569589078788,1075,2,0,"0","0",0.178180025527517,1,"122"
"766","SLK91_2012_1846",0,587.76,227.71,2012,7161,7190,99.6,69.94,0,0,21.57,7.3,185.7,59.8,88.9,64.7,21.8,69.94,20.26,5150.57,5.15,-91.4110418875713,51.8573345361829,0.612372435695794,0.64787159651718,1160,2,0,"0","0",0.195563089517546,1,"42"
